(0,0)
(698, 64)
(471.69712, 100)
(578.6314, 200)
(792.92716, 300)
(877.42181, 400)
(924.45854, 500)
(976.57227, 600)
(1014.3129, 700)
(914.20201, 800)
(903.44197, 900)
(955.64094, 1000)
(920.23165, 1100)
(887.69695, 1200)
(895.12162, 1300)
(905.06774, 1400)
(888.72912, 1500)
(849.65383, 1600)
(861.30047, 1700)
(857.2296, 1800)
(842.49424, 1900)
(816.2087, 2000)
(816.92849, 2100)
(806.67534, 2200)
(786.40519, 2300)
(773.05319, 2400)
(783.76261, 2500)
(763.55537, 2600)
(743.91432, 2700)
(740.21654, 2800)
(730.46053, 2900)
(724.52547, 3000)
(707.39011, 3100)
(700.72763, 3200)
(694.31961, 3300)
(677.4614, 3400)
(668.18429, 3500)
(672.29404, 3600)
(658.80515, 3700)
(667.54321, 3800)
(663.8889, 3900)
(667.88618, 4000)
(674.23904, 4100)
(681.38982, 4200)
(685.90931, 4300)
(674.93129, 4400)
(689.16196, 4500)
(686.66587, 4600)
(693.79294, 4700)
(681.73697, 4800)
(699.3224, 4900)
(702.45049, 5000)
(704.41881, 5100)
(697.71902, 5200)
(708.76109, 5300)
(705.27314, 5400)
(705.09765, 5500)
(712.70783, 5600)
(713.16818, 5700)
(721.9428, 5800)
(720.27369, 5900)
(723.07609, 6000)
(727.31918, 6100)
(717.65112, 6200)
(708.98277, 6300)
(707.52461, 6400)
(690.00901, 6500)
(691.44502, 6600)
(683.674, 6700)
(676.47402, 6800)
(664.95612, 6900)
(663.15657, 7000)
(662.30652, 7100)
(669.34044, 7200)
(674.75654, 7300)
(664.42304, 7400)
(678.46974, 7500)
(688.24316, 7600)
(688.26221, 7700)
(699.85886, 7800)
(698.57476, 7900)
(717.7506, 8000)
(712.80529, 8100)
(715.30558, 8200)
(717.70654, 8300)
(717.25788, 8400)
(719.62304, 8500)
(702.18255, 8600)
(702.17158, 8700)
(691.73961, 8800)
(693.89654, 8900)
(692.73987, 9000)
(701.21838, 9100)
(695.25056, 9200)
(708.9215, 9300)
(688.00409, 9400)
(690.97507, 9500)
(685.25407, 9600)
(693.78253, 9700)
(672.61317, 9800)
(698.2418, 9900)
(681.75565, 10000)
(683.47499, 10064)
(688.72081, 10100)
(686.96404, 10200)
(686.70735, 10300)
(695.91963, 10400)
(696.89438, 10500)
(704.56303, 10600)
(711.02881, 10700)
(710.26147, 10800)
(699.64776, 10900)
(704.56464, 11000)
(707.59831, 11100)
(703.4377, 11200)
(693.86834, 11300)
(694.61884, 11400)
(698.67, 11500)
(703.75199, 11600)
(698.2865, 11700)
(697.24728, 11800)
(704.0347, 11900)
(703.80125, 12000)
(694.67717, 12100)
(712.44734, 12200)
(714.17818, 12300)
(704.18347, 12400)
(699.64138, 12500)
(688.98107, 12600)
(683.1235, 12700)
(697.97206, 12800)
(697.86334, 12900)
(700.75497, 13000)
(693.47062, 13100)
(694.71707, 13200)
(704.63732, 13300)
(701.72947, 13400)
(699.983, 13500)
(700.15001, 13600)
(704.52715, 13700)
(698.17664, 13800)
(694.94595, 13900)
(691.34011, 14000)
(690.06105, 14100)
(700.89779, 14200)
(699.99648, 14300)
(703.62576, 14400)
(700.23218, 14500)
(703.94175, 14600)
(702.19759, 14700)
(691.27018, 14800)
(695.58306, 14900)
(691.2547, 15000)
(692.63758, 15064)
